1	1.0000000000000000e+00
2	5.0000000000000000e-01
3	3.3333333333333331e-01
4	2.5000000000000000e-01
5	2.0000000000000001e-01
6	1.6666666666666666e-01
7	1.4285714285714285e-01
8	1.2500000000000000e-01
9	1.1111111111111110e-01
10	1.0000000000000001e-01
11	9.0909090909090912e-02
12	8.3333333333333329e-02
13	7.6923076923076927e-02
14	7.1428571428571425e-02
15	6.6666666666666666e-02
16	6.2500000000000000e-02
17	5.8823529411764705e-02
18	5.5555555555555552e-02
19	5.2631578947368418e-02
20	5.0000000000000003e-02
21	4.7619047619047616e-02
22	4.5454545454545456e-02
23	4.3478260869565216e-02
24	4.1666666666666664e-02
25	4.0000000000000001e-02
26	3.8461538461538464e-02
27	3.7037037037037035e-02
28	3.5714285714285712e-02
29	3.4482758620689655e-02
30	3.3333333333333333e-02
31	3.2258064516129031e-02
32	3.1250000000000000e-02
33	3.0303030303030304e-02
34	2.9411764705882353e-02
35	2.8571428571428571e-02
36	2.7777777777777776e-02
37	2.7027027027027029e-02
38	2.6315789473684209e-02
39	2.5641025641025640e-02
40	2.5000000000000001e-02
41	2.4390243902439025e-02
42	2.3809523809523808e-02
43	2.3255813953488372e-02
44	2.2727272727272728e-02
45	2.2222222222222223e-02
46	2.1739130434782608e-02
47	2.1276595744680851e-02
48	2.0833333333333332e-02
49	2.0408163265306121e-02
50	2.0000000000000000e-02
51	1.9607843137254902e-02
52	1.9230769230769232e-02
53	1.8867924528301886e-02
54	1.8518518518518517e-02
55	1.8181818181818181e-02
56	1.7857142857142856e-02
57	1.7543859649122806e-02
58	1.7241379310344827e-02
59	1.6949152542372881e-02
60	1.6666666666666666e-02
61	1.6393442622950821e-02
62	1.6129032258064516e-02
63	1.5873015873015872e-02
64	1.5625000000000000e-02
65	1.5384615384615385e-02
66	1.5151515151515152e-02
67	1.4925373134328358e-02
68	1.4705882352941176e-02
69	1.4492753623188406e-02
70	1.4285714285714285e-02
71	1.4084507042253521e-02
72	1.3888888888888888e-02
73	1.3698630136986301e-02
74	1.3513513513513514e-02
75	1.3333333333333334e-02
76	1.3157894736842105e-02
77	1.2987012987012988e-02
78	1.2820512820512820e-02
79	1.2658227848101266e-02
80	1.2500000000000001e-02
81	1.2345679012345678e-02
82	1.2195121951219513e-02
83	1.2048192771084338e-02
84	1.1904761904761904e-02
85	1.1764705882352941e-02
86	1.1627906976744186e-02
87	1.1494252873563218e-02
88	1.1363636363636364e-02
89	1.1235955056179775e-02
90	1.1111111111111112e-02
91	1.0989010989010990e-02
92	1.0869565217391304e-02
93	1.0752688172043012e-02
94	1.0638297872340425e-02
95	1.0526315789473684e-02
96	1.0416666666666666e-02
97	1.0309278350515464e-02
98	1.0204081632653060e-02
99	1.0101010101010102e-02
100	1.0000000000000000e-02
