1	1
2	0.5
3	0.333333
4	0.25
5	0.2
6	0.166667
7	0.142857
8	0.125
9	0.111111
10	0.1
11	0.0909091
12	0.0833333
13	0.0769231
14	0.0714286
15	0.0666667
16	0.0625
17	0.0588235
18	0.0555556
19	0.0526316
20	0.05
21	0.047619
22	0.0454545
23	0.0434783
24	0.0416667
25	0.04
26	0.0384615
27	0.037037
28	0.0357143
29	0.0344828
30	0.0333333
31	0.0322581
32	0.03125
33	0.030303
34	0.0294118
35	0.0285714
36	0.0277778
37	0.027027
38	0.0263158
39	0.025641
40	0.025
41	0.0243902
42	0.0238095
43	0.0232558
44	0.0227273
45	0.0222222
46	0.0217391
47	0.0212766
48	0.0208333
49	0.0204082
50	0.02
51	0.0196078
52	0.0192308
53	0.0188679
54	0.0185185
55	0.0181818
56	0.0178571
57	0.0175439
58	0.0172414
59	0.0169492
60	0.0166667
61	0.0163934
62	0.016129
63	0.015873
64	0.015625
65	0.0153846
66	0.0151515
67	0.0149254
68	0.0147059
69	0.0144928
70	0.0142857
71	0.0140845
72	0.0138889
73	0.0136986
74	0.0135135
75	0.0133333
76	0.0131579
77	0.012987
78	0.0128205
79	0.0126582
80	0.0125
81	0.0123457
82	0.0121951
83	0.0120482
84	0.0119048
85	0.0117647
86	0.0116279
87	0.0114943
88	0.0113636
89	0.011236
90	0.0111111
91	0.010989
92	0.0108696
93	0.0107527
94	0.0106383
95	0.0105263
96	0.0104167
97	0.0103093
98	0.0102041
99	0.010101
100	0.01
